What Are the Odds Your Fave Will See Your Comment?,What Are the Odds Your Fave Will See Your Comment?,あなたのお気に入りがあなたのコメントを見る確率は何ですか?,ما هي احتمالات أن يرى المفضل لديك تعليقك ؟,"Was Wie stehen die Chancen, dass Ihr Favorit Ihren Kommentar sieht?",¿Cuáles son las probabilidades de que tu favorito vea tu comentario?,Quelles sont les chances que votre favori voie votre commentaire?,Quais São As Probabilidades De Seu Favorito Ver Seu Comentário?,โอกาสที่คุณชื่นชอบจะเห็นความคิดเห็นของคุณคืออะไร?,Tỷ lệ cược mà bạn yêu thích sẽ thấy bình luận của bạn là gì?,你最喜歡的人看到你評論的機率是多少？,,,,,,,,,
Reality TV You! 🎬✨ Which Star Archetype? 🤩,Reality TV You! 🎬✨ Which Star Archetype? 🤩,リアリティTVあなた!🎬✨Which Star Archetype? 🤩,تلفزيون الواقع أنت! 🎬✨ أي نجم ؟ 🤩,Reality-TV Sie! 🎬✨ Welcher Star-Archetyp? 🤩,Reality TV ¡Tú! 🎬✨ ¿Qué arquetipo de estrella? 🤩,Télé-réalité Vous! 🎬✨ quel archétype de star? 🤩,Reality TV Você! 🎬✨ Qual Arquétipo Estelar? 🤩,เรียลลิตี้ทีวีคุณ!🎬✨ต้นแบบดาวดวงไหน? 🤩,Truyền hình thực tế Bạn! 🎬✨ Ngôi sao nào Archetype? 🤩,真人秀你！🎬✨哪個明星原型？ 🤩,,,,,,,,,
What Role Would You Play in the Unscripted Drama?,What Role Would You Play in the Unscripted Drama?,アンスクリプテッドドラマであなたはどのような役割を果たしますか?,ما الدور الذي ستلعبه في الدراما غير المكتوبة ؟,Was Rolle würden Sie in dem Drama ohne Drehbuch spielen?,¿Qué Papel Jugarías En El Drama Sin Guión?,Quel rôle joueriez-vous dans le drame non scénarisé?,Que Papel Você Desempenharia No Drama Sem Roteiro?,คุณจะเล่นบทบาทอะไรในละครที่ไม่มีสคริปต์?,Bạn sẽ đóng vai trò gì trong bộ phim truyền hình không có kịch bản?,你將在無腳本戲劇中扮演什麼角色？,,,,,,,,,
What's Your Morning Mood Today? ☀️,What's Your Morning Mood Today? ☀️,今日の朝の気分は? ☀️,ما هو مزاجك الصباحي اليوم ؟ ☀️,Was ist Ihre Morgenstimmung heute? ☀️,¿Cuál Es Tu Humor De Mañana Hoy? ☀️,Quelle est votre humeur matinale aujourd'hui? ☀️,Qual É O Seu Humor Matinal Hoje? ☀️,อารมณ์ตอนเช้าของคุณวันนี้คืออะไร? ☀️,Tâm trạng buổi sáng của bạn hôm nay là gì? ☀️,你今天早上心情如何？ ☀️,,,,,,,,,
How do you feel when you first wake up?,How do you feel when you first wake up?,最初に起きたときの気持ちはどうですか?,كيف تشعر عندما تستيقظ لأول مرة ؟,"Wie fühlen Sie sich, wenn Sie zum ersten Mal aufwachen?",¿Cómo te sientes cuando te despiertas por primera vez?,Comment vous sentez-vous lorsque vous vous réveillez pour la première fois?,Como você se sente quando acorda?,คุณ้สึกอย่างไรเมื่อคุณตื่นขึ้นมาครั้งแรก?,Bạn cảm thấy thế nào khi lần đầu tiên thức dậy?,你第一次醒來時感覺如何？,,,,,,,,,
Your Perfect Weekend Activity? 🎉,Your Perfect Weekend Activity? 🎉,週末のアクティビティは? 🎉,نشاطك المثالي في عطلة نهاية الأسبوع ؟ 🎉,Ihre perfekte Wochenendaktivität? 🎉,¿Tu Actividad Perfecta De Fin De Semana? 🎉,Votre activité de week-end parfaite? 🎉,Sua Atividade De Fim De Semana Perfeita? 🎉,กิจกรรมวันหยุดสุดสัปดาห์ที่สมบูรณ์แบบของคุณ? 🎉,Hoạt động cuối tuần hoàn hảo của bạn? 🎉,你的完美週末活動？ 🎉,,,,,,,,,
What would make your weekend amazing?,What would make your weekend amazing?,あなたの週末を素晴らしくするものは何ですか?,ما الذي يجعل عطلة نهاية الأسبوع مذهلة ؟,Was würde Ihr Wochenende fantastisch machen?,¿Qué haría que tu fin de semana fuera increíble?,Qu'est-ce qui rendrait votre week-end incroyable?,O que tornaria seu fim de semana incrível?,อะไรจะทำให้วันหยุดสุดสัปดาห์ของคุณน่าทึ่ง?,Điều gì sẽ làm cho cuối tuần của bạn tuyệt vời?,什麼會讓你的週末變得精彩？,,,,,,,,,
What's Your Superpower? ⚡,What's Your Superpower? ⚡,あなたのスーパーパワーは何ですか? ⚡,ما هي قوتك الخارقة ؟ ⚡,Was ist Ihre Superkraft? ⚡,¿Cuál Es Tu Superpoder? ⚡,Quelle est votre superpuissance? ⚡,Qual É O Seu Superpoder? ⚡,มหาอำนาจของคุณคืออะไร? ⚡,Siêu năng lực của bạn là gì? ⚡,你的超能力是什麼？ ⚡,,,,,,,,,
"If you could have any superpower, what would it be?","If you could have any superpower, what would it be?",もしあなたに超能力があるとしたら、それは何ですか?,إذا كان لديك أي قوة عظمى ، فماذا ستكون ؟,"Wenn Sie eine Superkraft haben könnten, was wäre das?","Si pudieras tener algún superpoder, ¿cuál sería?","Si vous pouviez avoir une superpuissance, quelle serait-elle?","Se você pudesse ter algum superpoder, qual seria?",หากคุณมีมหาอำนาจใด ๆ มันจะเป็นอะไร?,"Nếu bạn có thể có bất kỳ siêu năng lực nào, đó sẽ là gì?",如果你有超能力，你會選擇什麼？,,,,,,,,,
Your Ideal Pet Would Be? 🐾,Your Ideal Pet Would Be? 🐾,あなたの理想のペットは? 🐾,سيكون حيوانك الأليف المثالي ؟ 🐾,Ihr ideales Haustier wäre? 🐾,¿Tu Mascota Ideal Sería? 🐾,Votre animal de compagnie idéal serait? 🐾,Seu Animal De Estimação Ideal Seria? 🐾,สัตว์เลี้ยงในอุดมคติของคุณจะเป็น? 🐾,Thú cưng lý tưởng của bạn sẽ là? 🐾,你理想的寵物會是？ 🐾,,,,,,,,,
What animal would be your perfect companion?,What animal would be your perfect companion?,あなたの完璧な相棒はどの動物ですか?,أي حيوان سيكون رفيقك المثالي ؟,Was Tier wäre Ihr perfekter Begleiter?,¿Qué animal sería tu compañero perfecto?,Quel animal serait votre compagnon idéal?,Que animal seria seu companheiro perfeito?,สัตว์อะไรจะเป็นเพื่อนที่สมบูรณ์แบบของคุณ?,Con vật nào sẽ là người bạn đồng hành hoàn hảo của bạn?,什麼動物是你的完美伴侶？,,,,,,,,,
What's Your Dream Job? 💼,What's Your Dream Job? 💼,あなたの夢の仕事は何ですか? 💼,ما هي الوظيفة التي تحلم بها ؟ 💼,Was ist Ihr Traumjob? 💼,¿Cuál Es El Trabajo De Tus Sueños? 💼,Quel est votre emploi de rêve? 💼,Qual É O Seu Trabalho Dos Sonhos? 💼,งานในฝันของคุณคืออะไร? 💼,Công việc mơ ước của bạn là gì? 💼,你的理想工作是什麼？ 💼,,,,,,,,,
"If money wasn't an issue, what would you do?","If money wasn't an issue, what would you do?",もしお金が問題ではなかったら、あなたは何をしますか?,إذا لم يكن المال مشكلة ، ماذا ستفعل ؟,"Wenn Geld kein Thema wäre, was würden Sie tun?","Si el dinero no fuera un problema, ¿qué harías?","Si l'argent n'était pas un problème, que feriez-vous?","Se dinheiro não fosse um problema, o que você faria?",ถ้าเงินไม่ใช่ปัญหา คุณจะทำอย่างไร?,"Nếu tiền không phải là một vấn đề, bạn sẽ làm gì?",如果錢不是問題，你會怎麼做？,,,,,,,,,
Your Perfect Date Night? 💕,Your Perfect Date Night? 💕,あなたの完璧なデートナイト? 💕,ليلة موعدك المثالية ؟ 💕,Ihr perfektes Date? 💕,¿Tu noche de cita perfecta? 💕,Votre soirée de rendez-vous parfaite? 💕,Sua Noite De Encontro Perfeita? 💕,คืนวันที่สมบูรณ์แบบของคุณ? 💕,Đêm hẹn hò hoàn hảo của bạn? 💕,你的完美約會之夜？ 💕,,,,,,,,,
What would be your ideal romantic evening?,What would be your ideal romantic evening?,あなたの理想のロマンチックな夜は何ですか?,ماذا ستكون أمسيتك الرومانسية المثالية ؟,Was wäre Ihr idealer romantischer Abend?,¿Cuál sería tu noche romántica ideal?,Quelle serait votre soirée romantique idéale?,Qual seria a sua noite romântica ideal?,ค่ำคืนสุดโรแมนติกในอุดมคติของคุณคืออะไร?,Buổi tối lãng mạn lý tưởng của bạn là gì?,你理想的浪漫之夜是什麼？,,,,,,,,,
What's Your Stress Relief? 😌,What's Your Stress Relief? 😌,あなたのストレス解消は何ですか? 😌,ما هو تخفيف التوتر لديك ؟ 😌,Was ist Ihr Stressabbau? 😌,¿Cuál Es Tu Alivio Del Estrés? 😌,Quel est votre soulagement du stress? 😌,Qual É O Seu Alívio Do Estresse? 😌,บรรเทาความเครียดของคุณคืออะไร? 😌,Giảm căng thẳng của bạn là gì? 😌,你的壓力緩解是什麼？ 😌,,,,,,,,,
How do you unwind when life gets overwhelming?,How do you unwind when life gets overwhelming?,人生が圧倒的になったとき、どのようにリラックスしますか?,كيف تسترخي عندما تصبح الحياة ساحقة ؟,"Wie entspannt man sich, wenn das Leben überwältigend wird?",¿Cómo te relajas cuando la vida se vuelve abrumadora?,Comment vous détendez-vous quand la vie devient accablante?,Como você relaxa quando a vida fica opressora?,คุณจะผ่อนคลายได้อย่างไรเมื่อชีวิตล้นหลาม?,Làm thế nào để bạn thư giãn khi cuộc sống trở nên quá tải?,當生活變得勢不可擋時，你如何放鬆？,,,,,,,,,
Your Communication Style? 💬,Your Communication Style? 💬,あなたのコミュニケーションスタイルは? 💬,أسلوب الاتصال الخاص بك ؟ 💬,Ihr Kommunikationsstil? 💬,¿Tu Estilo De Comunicación? 💬,Votre style de communication? 💬,Seu Estilo De Comunicação? 💬,สไตล์การสื่อสารของคุณ? 💬,Phong cách giao tiếp của bạn? 💬,你的溝通方式？ 💬,,,,,,,,,
How do you prefer to express yourself?,How do you prefer to express yourself?,どのように自分を表現したいですか?,كيف تفضل التعبير عن نفسك ؟,Wie möchten Sie sich am liebsten ausdrücken?,¿Cómo prefieres expresarte?,Comment préférez-vous vous exprimer?,Como você prefere se expressar?,คุณชอบที่จะแสดงออกอย่างไร?,Bạn thích thể hiện bản thân như thế nào?,你更喜歡如何表達自己？,,,,,,,,,
What Motivates You Most? 🎯,What Motivates You Most? 🎯,何があなたを最もやる気にさせますか? 🎯,ما الذي يحفزك أكثر ؟ 🎯,Was motiviert Sie am meisten? 🎯,¿Qué Te Motiva Más? 🎯,Qu'est-ce qui vous motive le plus? 🎯,O Que Mais Te Motiva? 🎯,อะไรเป็นแรงบันดาลใจให้คุณมากที่สุด? 🎯,Điều gì thúc  bạn nhiều nhất? 🎯,什麼最激勵你？ 🎯,,,,,,,,,
What drives you to achieve your goals?,What drives you to achieve your goals?,あなたを目標達成に駆り立てるものは何ですか?,ما الذي يدفعك لتحقيق أهدافك ؟,"Was treibt Sie an, Ihre Ziele zu erreichen?",¿Qué te impulsa a lograr tus objetivos?,Qu'est-ce qui vous pousse à atteindre vos objectifs?,O que o leva a atingir seus objetivos?,อะไรเป็นแรงผลักดันให้คุณบรรลุเป้าหมาย?,Điều gì thúc  bạn đạt được mục tiêu của mình?,是什麼驅使你實現目標？,,,,,,,,,
Your Ideal Vacation? 🌴,Your Ideal Vacation? 🌴,理想のバケーション? 🌴,إجازتك المثالية ؟ 🌴,Ihr idealer Urlaub? 🌴,¿Tus Vacaciones Ideales? 🌴,Vos vacances idéales? 🌴,Suas férias ideais? 🌴,วันหยุดในอุดมคติของคุณ? 🌴,Kỳ nghỉ lý tưởng của bạn? 🌴,你理想的假期？ 🌴,,,,,,,,,
What type of trip would be perfect for you?,What type of trip would be perfect for you?,あなたにはどんな旅行が最適ですか?,ما نوع الرحلة التي ستكون مثالية بالنسبة لك ؟,Was Art von Reise wäre perfekt für Sie?,¿Qué tipo de viaje sería perfecto para ti?,Quel type de voyage serait parfait pour vous?,Que tipo de viagem seria perfeita para você?,ทริปแบบไหนที่เหมาะกับคุณคะ?,Loại chuyến đi nào sẽ là hoàn hảo cho bạn?,什麼樣的旅行最適合你？,,,,,,,,,
What's Your Learning Style? 📚,What's Your Learning Style? 📚,あなたの学習スタイルは? 📚,ما هو أسلوب التعلم الخاص بك ؟ 📚,Was ist Ihr Lernstil? 📚,¿Cuál Es Tu Estilo De Aprendizaje? 📚,Quel est votre style d'apprentissage? 📚,Qual É O Seu Estilo De Aprendizagem? 📚,สไตล์การเรียน้ของคุณคืออะไร? 📚,Phong cách học tập của bạn là gì? 📚,你的學習方式是什麼？ 📚,,,,,,,,,
How do you absorb information best?,How do you absorb information best?,一番情報を吸収するにはどうすればいいですか?,كيف تستوعب المعلومات بشكل أفضل ؟,Wie nehmen Sie Informationen am besten auf?,¿Cómo absorbes mejor la información?,Comment absorbez-vous le mieux l'information?,Como você absorve melhor as informações?,คุณดูดซับข้อมูลได้ดีที่สุดอย่างไร,Làm thế nào để bạn tiếp thu thông tin tốt nhất?,你如何最好地吸收信息？,,,,,,,,,
what would you choose?,what would you choose?,何を選びますか?,ماذا تختار ؟,was würden Sie wählen?,¿Qué elegirías?,Que choisiriez-vous?,O que você escolheria?,คุณจะเลือกอะไร,bạn sẽ chọn cái gì?,你會選擇什麼？,,,,,,,,,
The Social Saver!,The Social Saver!,ソーシャルセーバー!,المدخر الاجتماعي!,Der soziale Sparer!,¡El Ahorrador Social!,L'économiseur social!,O Economizador Social!,เซฟเวอร์สังคม!,Người tiết kiệm xã hội!,社會救星！,,,,,,,,,
Send quick messages or check DMs before shutdown.,Send quick messages or check DMs before shutdown.,シャットダウン前にクイックメッセージを送信するか、DMを確認してください。,إرسال رسائل سريعة أو التحقق من DMs قبل إيقاف التشغيل.,Senden Sie schnelle Nachrichten oder überprüfen Sie DMs vor dem Herunterfahren.,Envíe mensajes rápidos o revise los mensajes directos antes del apagado.,Envoyez des messages rapides ou vérifiez les DM avant l'arrêt.,Envie mensagens rápidas ou verifique DMs antes do desligamento.,ส่งข้อความด่วนหรือตรวจสอบ DM ก่อนปิดเครื่อง,Gửi tin nhắn nhanh hoặc kiểm tra DM trước khi tắt máy.,在關機前發送快速消息或檢查DM。,,,,,,,,,
The Practical Planner!,The Practical Planner!,実用的なプランナー!,المخطط العملي!,Der praktische Planer!,¡El planificador práctico!,Le planificateur pratique!,O Planejador Prático!,นักวางแผนเชิงปฏิบัติ!,Người lập kế hoạch thực tế!,實用規劃師！,,,,,,,,,
Check maps and save info; practicality comes first.,Check maps and save info; practicality comes first.,地図を確認して情報を保存してください。実用性が最優先です。,تحقق من الخرائط وحفظ المعلومات ؛ التطبيق العملي يأتي أولا.,Überprüfen Sie Karten und speichern Sie Informationen; Praktikabilität steht an erster Stelle.,Revisa mapas y guarda información; la practicidad es lo primero.,Vérifiez les cartes et enregistrez les informations ; l'aspect pratique passe avant tout.,Verifique mapas e salve informações; praticidade vem em primeiro lugar.,ตรวจสอบแผนที่และบันทึกข้อมูล การใช้งานจริงมาก่อน,Kiểm tra bản đồ và lưu thông tin; tính thực tế là trên hết.,檢查地圖並保存信息；實用性是第一位的。,,,,,,,,,
The Entertainment Scrambler!,The Entertainment Scrambler!,エンターテインメントスクランブラー!,جهاز تشويش إذاعي الترفيه!,Der Entertainment Scrambler!,¡El codificador de entretenimiento!,Le brouilleur de divertissement!,O Scrambler de Entretenimento!,Scrambler ความบันเทิง!,Giải trí Scrambler!,娛樂攪局者！,,,,,,,,,
Squeeze in one last song or video for fun.,Squeeze in one last song or video for fun.,楽しみのために最後の曲やビデオを詰め込んでください。,اضغط في أغنية أو فيديو أخير من أجل المتعة.,Drücken Sie zum Spaß ein letztes Lied oder Video ein.,Aprieta una última canción o video por diversión.,Insérez une dernière chanson ou vidéo pour vous amuser.,Aperte uma última música ou vídeo para se divertir.,บีบเพลงหรือวิดีโอสุดท้ายเพื่อความสนุกสนาน,Bóp  một bài hát hoặc video cuối cùng cho vui.,擠在最後一首歌或視頻的樂趣。,,,,,,,,,
The Serene Surrenderer!,The Serene Surrenderer!,穏やかなサレンダラー!,المستسلم الهادئ!,Der gelassene Überbringer!,¡El Sereno Rendidor!,Le serein qui se rend!,O Surrenderer Sereno!,Serene Surrenderer!,Người đầu hàng thanh thản!,寧靜的投降者！,,,,,,,,,
Embrace silence and a phone-free moment calmly.,Embrace silence and a phone-free moment calmly.,静かに沈黙と電話のない瞬間を受け入れてください。,احتضن الصمت ولحظة خالية من الهاتف بهدوء.,Umarmen Sie die Stille und einen Moment ohne Telefon in aller Ruhe.,Abraza el silencio y un momento sin teléfono con calma.,Embrassez le silence et un moment sans téléphone calmement.,Abrace o silêncio e um momento sem telefone com calma.,โอบรับความเงียบและช่วงเวลาที่ปราศจากโทรศัพท์อย่างใจเย็น,Ôm lấy sự im lặng và một khoảnh khắc không có điện thoại một cách bình tĩnh.,平靜地擁抱沉默和無電話時刻。,,,,,,,,,
The Digital Deck-Chair Rearranger!,The Digital Deck-Chair Rearranger!,デジタルデッキチェアリアレンジャー!,إعادة ترتيب كرسي السطح الرقمي!,Der digitale Liegestuhl-Rearranger!,¡El reorganizador digital de la silla de cubierta!,Le réorganisateur de chaises longues numérique!,O Rearranjador de Cadeira Digital!,Rearranger เก้าอี้ดาดฟ้าดิจิตอล!,Người xếp sau ghế kỹ thuật số!,數字甲板椅重排器！,,,,,,,,,
"You reorganize apps in chaos, creating calm illusions.","You reorganize apps in chaos, creating calm illusions.",混沌の中でアプリを再編成し、穏やかな幻想を作り出します。,أنت تعيد تنظيم التطبيقات في حالة من الفوضى ، مما يخلق أوهامًا هادئة.,Sie reorganisieren Apps im Chaos und schaffen ruhige Illusionen.,"Reorganizas las aplicaciones en el caos, creando ilusiones tranquilas.","Vous réorganisez les applications dans le chaos, créant des illusions calmes.","Você reorganiza aplicativos no caos, criando ilusões calmas.",คุณจัดระเบียบแอพใหม่ในความโกลาหล สร้างภาพลวงตาที่สงบ,"Bạn sắp xếp lại các ứng dụng trong hỗn loạn, tạo ra ảo ảnh bình tĩnh.",你在混亂中重組應用程序，創造平靜的幻覺。,,,,,,,,,
The Morning Awakening Ritual,The Morning Awakening Ritual,朝の目覚めの儀式,طقوس صحوة الصباح,Das Ritual des morgendlichen Erwachens,El Ritual Del Despertar Matutino,Le rituel du réveil du matin,O Ritual Do Despertar Matinal,พิธีกรรมปลุกตอนเช้า,Nghi thức thức tỉnh buổi sáng,晨醒儀式,,,,,,,,,
"A calm start with coffee, meditation, or gentle stretch.","A calm start with coffee, meditation, or gentle stretch.",コーヒー、瞑想、または優しいストレッチで穏やかなスタートを切りましょう。,بداية هادئة مع القهوة أو التأمل أو التمدد اللطيف.,"Ein ruhiger Start mit Kaffee, Meditation oder sanfter Dehnung.","Un comienzo tranquilo con café, meditación o estiramiento suave.","Un début calme avec un café, une méditation ou un étirement doux.","Um começo calmo com café, meditação ou alongamento suave.",เริ่มต้นอย่างสงบด้วยกาแฟ การทำสมาธิ หรือการยืดกล้ามเนื้ออย่างอ่อนโยน,"Một khởi đầu bình tĩnh với cà phê, thiền hoặc giãn cơ nhẹ nhàng.",以咖啡、冥想或輕柔的伸展運動開始平靜的生活。,,,,,,,,,
The Creative Escape Ritual,The Creative Escape Ritual,クリエイティブなエスケープの儀式,طقوس الهروب الإبداعية,Das kreative Flucht-Ritual,El Ritual De Escape Creativo,Le rituel d'évasion créative,O Ritual de Fuga Criativo,พิธีกรรมการหลบหนีที่สร้างสรรค์,Nghi thức thoát hiểm sáng tạo,創意逃脫儀式,,,,,,,,,
Time for creative hobbies recharges and brings joy.,Time for creative hobbies recharges and brings joy.,創造的な趣味の時間は充電され、喜びをもたらします。,الوقت للهوايات الإبداعية يعيد شحن ويجلب الفرح.,Zeit für kreative Hobbys lädt auf und bringt Freude.,El tiempo para los pasatiempos creativos se recarga y trae alegría.,Le temps des loisirs créatifs recharge et apporte de la joie.,O tempo para hobbies criativos recarrega e traz alegria.,เวลาสำหรับงานอดิเรกที่สร้างสรรค์ชาร์จใหม่และนำความสุข,Thời gian cho những sở thích sáng tạo nạp lại và mang lại niềm vui.,創造性愛好的時間充電並帶來快樂。,,,,,,,,,
The Cozy Comfort Ritual,The Cozy Comfort Ritual,居心地の良い儀式,طقوس الراحة المريحة,Das gemütliche Komfort-Ritual,El Ritual De Confort Acogedor,Le rituel du confort douillet,O Ritual de Conforto Acolhedor,พิธีกรรมความสะดวกสบายสบาย,Nghi thức thoải mái ấm cúng,舒適的舒適儀式,,,,,,,,,
"Comfort rituals like blankets, books, or warm baths soothe.","Comfort rituals like blankets, books, or warm baths soothe.",毛布、本、または温かいお風呂のような快適な儀式は心を落ち着かせます。,تهدئ طقوس الراحة مثل البطانيات أو الكتب أو الحمامات الدافئة.,"Bequeme Rituale wie Decken, Bücher oder warme Bäder beruhigen.","Los rituales de confort como mantas, libros o baños calientes calman.","Les rituels de confort comme les couvertures, les livres ou les bains chauds apaisent.","Rituais de conforto como cobertores, livros ou banhos quentes acalmam.",พิธีกรรมที่สะดวกสบาย เช่น ผ้าห่ม หนังสือ หรืออ่างอาบน้ำอุ่น ๆ ปลอบประโลม,"Các nghi thức thoải mái như chăn, sách hoặc tắm nước ấm sẽ làm dịu.",舒適的儀式，如毯子、書籍或溫暖的浴缸可以舒緩。,,,,,,,,,
The Mindful Appreciation Ritual,The Mindful Appreciation Ritual,マインドフルな感謝の儀式,طقوس التقدير الواعي,Das Ritual der achtsamen Wertschätzung,El Ritual De Apreciación Consciente,Le rituel d'appréciation consciente,O Ritual de Apreciação Consciente,พิธีกรรมการชื่นชมอย่างมีสติ,Nghi thức tri ân chánh niệm,用心的欣賞儀式,,,,,,,,,
Noticing small joys and gratitude fills you with peace.,Noticing small joys and gratitude fills you with peace.,小さな喜びと感謝に気づくことは、あなたを平和で満たします。,ملاحظة الأفراح الصغيرة والامتنان يملأك بالسلام.,"Kleine Freuden und Dankbarkeit wahrzunehmen, erfüllt Sie mit Frieden.",Notar pequeñas alegrías y gratitud te llena con de paz.,Remarquer de petites joies et de la gratitude vous remplit de paix.,Perceber pequenas alegrias e gratidão o enche de paz.,การสังเกตความสุขและความกตัญญูเล็ก ๆ น้อย ๆ เติมเต็มคุณด้วยความสงบสุข,Nhận thấy những niềm vui nhỏ và lòng biết ơn lấp  bạn với sự bình yên.,注意到小小的快樂和感激會讓你充滿平靜。,,,,,,,,,
The 'Just Five More Minutes' Ritual,The 'Just Five More Minutes' Ritual,『あと5分だけ』の儀式,"طقوس ""خمس دقائق أخرى فقط""",Das Ritual Nur noch fünf Minuten,El Ritual 'Solo Cinco Minutos Más',"Le rituel ""Juste cinq minutes de plus""",O ritual de 'apenas mais cinco minutos',พิธีกรรม 'อีกห้านาที',Nghi thức 'Chỉ năm phút nữa',“再過五分鐘”儀式,,,,,,,,,
You negotiate with your alarm for precious extra sleep.,You negotiate with your alarm for precious extra sleep.,あなたは貴重な余分な睡眠のためにアラームと交渉します。,أنت تتفاوض مع المنبه للحصول على نوم إضافي ثمين.,Sie verhandeln mit Ihrem Wecker für wertvollen zusätzlichen Schlaf.,Negocias con tu alarma por un precioso sueño extra.,Vous négociez avec votre alarme pour un sommeil supplémentaire précieux.,Você negocia com seu alarme para um precioso sono extra.,คุณเจรจากับสัญญาณเตือนของคุณเพื่อการนอนหลับที่มีค่าเป็นพิเศษ,Bạn thương lượng với báo thức của mình để có thêm giấc ngủ quý giá.,你與鬧鐘協商以獲得寶貴的額外睡眠。,,,,,,,,,
Feed Me More! I'm Feeling a Bit Light!,Feed Me More! I'm Feeling a Bit Light!,もっと私を養って!私は少し光を感じています!,أطعمني أكثر! أشعر بقليل من الضوء!,Füttere mich mehr! Ich fühle mich ein bisschen leicht!,¡Aliméntame Más! ¡Me Siento Un Poco Ligero!,Nourris-moi plus! Je me sens un peu léger!,Alimente-me Mais! Estou Me Sentindo Um Pouco De Luz!,ให้อาหารฉันมากขึ้น! ฉัน้สึกเบาเล็กน้อย!,Cho tôi ăn nhiều hơn! Tôi cảm thấy một chút nhẹ nhàng!,再流一點！我感覺有點輕！,,,,,,,,,
Your wallet wants more savings and financial security.,Your wallet wants more savings and financial security.,あなたの財布はより多くの貯蓄と財政的安定を望んでいます。,محفظتك تريد المزيد من المدخرات والأمن المالي.,Ihr Geldbeutel will mehr Ersparnisse und finanzielle Sicherheit.,Su billetera quiere más ahorros y seguridad financiera.,Votre portefeuille veut plus d'économies et de sécurité financière.,Sua carteira quer mais economia e segurança financeira.,กระเป๋าเงินของคุณต้องการเงินออมและความมั่นคงทางการเงินมากขึ้น,Ví của bạn muốn tiết kiệm hơn và bảo mật tài chính.,你的錢包想要更多的儲蓄和財務安全。,,,,,,,,,
Treat Yourself! You Deserve That Little Splurge!,Treat Yourself! You Deserve That Little Splurge!,自分を大切にしてください!あなたはその小さな贅沢に値します!,عالج نفسك! أنت تستحق هذا التفاخر الصغير!,Gönnen Sie sich etwas! Du verdienst diesen kleinen Splurge!,¡Date un capricho! ¡Te mereces ese pequeño derroche!,Faites-vous plaisir! Vous méritez cette petite folie!,Mime-se! Você Merece Aquele Pequeno Esplendor!,รักษาตัวเอง! คุณสมควรได้รับ Splboost เล็ก ๆ น้อย ๆ นั้น!,Đối xử với chính mình! Bạn xứng đáng với sự bùng nổ nhỏ đó!,善待自己！你應該得到一點揮霍！,,,,,,,,,
You've earned a special treat—go ahead and indulge!,You've earned a special treat—go ahead and indulge!,あなたは特別なご褒美を手に入れました-どうぞお楽しみください!,لقد حصلت على معاملة خاصة - انطلق وانغمس!,Sie haben sich ein besonderes Vergnügen verdient - lassen Sie sich verwöhnen!,"Te has ganado un regalo especial, ¡adelante y date un capricho!",Vous avez gagné un traitement spécial - allez-y et faites-vous plaisir!,Você ganhou um tratamento especial - vá em frente e desfrute!,คุณได้รับการดูแลเป็นพิเศษ - ไปข้างหน้าและดื่มด่ํา!,Bạn đã kiếm được một điều trị đặc biệt - hãy tiếp tục và thưởng thức!,你已經贏得了一個特殊的待遇——繼續放縱吧！,,,,,,,,,
Let's Plan an Adventure! Save Up for Experiences!,Let's Plan an Adventure! Save Up for Experiences!,アドベンチャーを計画しよう!体験のために貯金しよう!,دعونا نخطط لمغامرة! انقاذ ما يصل للتجارب!,Lasst uns ein Abenteuer planen! Sparen Sie für Erlebnisse!,¡Planeemos una Aventura! ¡Ahorre para Experiencias!,Planifions une aventure! Économisez pour des expériences!,Vamos Planejar uma Aventura! Economize para Experiências!,มาวางแผนผจญภัยกันเถอะ! ประหยัดสำหรับประสบการณ์!,Hãy lên kế hoạch cho một cuộc phiêu lưu! Tiết kiệm cho những trải nghiệm!,讓我們計劃一次冒險吧！保存經驗！,,,,,,,,,
"Save for memories, not things—adventure awaits!","Save for memories, not things—adventure awaits!",思い出のために保存してください-冒険が待っています!,حفظ للذكريات ، وليس الأشياء - المغامرة تنتظر!,"Sparen Sie für Erinnerungen, nicht für Dinge - das Abenteuer erwartet Sie!","Guárdalo para recuerdos, no para cosas: ¡la aventura espera!","Économisez pour les souvenirs, pas pour les choses - l'aventure vous attend!","Guarde para memórias, não coisas - aventura espera!",บันทึกความทรงจำไม่ใช่สิ่งต่าง ๆ - การผจญภัยรออยู่!,"Lưu lại cho những kỷ niệm, không phải mọi thứ - cuộc phiêu lưu đang chờ đợi!",保存記憶，而不是東西——冒險等待着你！,,,,,,,,,
Thank You for Being So Wise & Responsible!,Thank You for Being So Wise & Responsible!,賢くて責任感があることに感謝します!,شكرا لكونك حكيما ومسؤولا!,"Danke, dass Sie so weise und verantwortungsbewusst sind!",¡Gracias Por Ser Tan Sabio Y Responsable!,Merci d'être si sage et responsable!,Obrigado por ser tão sábio e responsável!,ขอบคุณที่ฉลาดและมีความรับผิดชอบ!,Cảm ơn bạn đã rất khôn ngoan và có trách nhiệm!,謝謝你如此明智和負責任！,,,,,,,,,
